Date,Time,pH,NTU,Temperature(C)
20/04/2025,20:16:45,7.43,160,31.87
20/04/2025,20:16:47,7.43,170,31.87
20/04/2025,20:16:48,7.44,160,31.94
20/04/2025,20:16:50,7.45,160,31.94
20/04/2025,20:16:52,7.45,160,32
20/04/2025,20:16:53,7.45,160,32
20/04/2025,20:16:55,7.47,160,32
20/04/2025,20:16:56,7.47,170,32
20/04/2025,20:16:58,7.47,160,32.06
20/04/2025,20:17:00,7.48,160,32.06
20/04/2025,20:17:01,7.49,160,32.06
20/04/2025,20:17:03,7.49,160,32.06
20/04/2025,20:17:05,7.49,170,32.06
20/04/2025,20:17:06,7.5,160,32.06
20/04/2025,20:17:08,7.5,160,32.06
20/04/2025,20:17:09,7.5,160,32.06
20/04/2025,20:17:11,7.5,160,32.06
20/04/2025,20:17:13,7.5,160,32.06
20/04/2025,20:17:14,7.5,160,32.13
20/04/2025,20:17:16,7.51,160,32.06
20/04/2025,20:17:17,7.51,160,32.13
20/04/2025,20:17:19,7.52,160,32.13
20/04/2025,20:17:21,7.52,160,32.13
20/04/2025,20:17:22,7.52,160,32.13
20/04/2025,20:17:24,7.52,160,32.13
20/04/2025,20:17:26,7.53,160,32.13
20/04/2025,20:17:27,7.53,160,32.13
20/04/2025,20:17:29,7.53,160,32.13
20/04/2025,20:17:30,7.52,160,32.13
20/04/2025,20:17:32,7.53,160,32.13
20/04/2025,20:17:34,7.54,160,32.13
20/04/2025,20:17:35,7.53,160,32.13
20/04/2025,20:17:37,7.54,160,32.13
20/04/2025,20:17:38,7.53,160,32.13
20/04/2025,20:17:40,7.54,160,32.13
20/04/2025,20:17:42,7.54,160,32.13
20/04/2025,20:17:43,7.54,160,32.13
20/04/2025,20:17:45,7.54,160,32.13
20/04/2025,20:17:46,7.54,160,32.13
20/04/2025,20:17:48,7.54,160,32.06
20/04/2025,20:17:50,7.55,160,32.06
20/04/2025,20:17:51,7.54,160,32.06
20/04/2025,20:17:53,7.55,160,32.06
20/04/2025,20:17:55,7.55,160,32.06
20/04/2025,20:17:56,7.55,160,32.06
20/04/2025,20:17:58,7.55,160,32.06
20/04/2025,20:17:59,7.55,160,32.06
20/04/2025,20:18:01,7.56,160,32.06
20/04/2025,20:18:03,7.56,160,32.06
20/04/2025,20:18:04,7.55,160,32.13
20/04/2025,20:18:06,7.55,160,32.13
20/04/2025,20:18:07,7.55,160,32.06
20/04/2025,20:18:09,7.56,160,32.06
20/04/2025,20:18:11,7.56,160,32.06
20/04/2025,20:18:12,7.56,160,32.06
20/04/2025,20:18:14,7.56,160,32.06
20/04/2025,20:18:15,7.56,160,32.06
20/04/2025,20:18:17,7.56,160,32.06
20/04/2025,20:18:19,7.56,160,32.06
20/04/2025,20:18:20,7.56,160,32.13
20/04/2025,20:18:22,7.56,160,32.13
20/04/2025,20:18:24,7.57,160,32.06
20/04/2025,20:18:25,7.57,160,32.13
20/04/2025,20:18:27,7.56,160,32.13
20/04/2025,20:18:28,7.56,160,32.13
20/04/2025,20:18:30,7.56,160,32.06
20/04/2025,20:18:32,7.56,160,32.06
20/04/2025,20:18:33,7.56,160,32.06
20/04/2025,20:18:35,7.56,160,32.06
20/04/2025,20:18:36,7.56,160,32.06
20/04/2025,20:18:38,7.56,160,32.06
20/04/2025,20:18:40,7.57,160,32.06
20/04/2025,20:18:41,7.56,160,32.06
20/04/2025,20:18:43,7.57,160,32.06
20/04/2025,20:18:45,7.56,160,32.06
20/04/2025,20:18:46,7.57,160,32.06
20/04/2025,20:18:48,7.56,160,32.06
20/04/2025,20:18:49,7.56,160,32.06
20/04/2025,20:18:51,7.57,170,32.06
20/04/2025,20:18:53,7.57,160,32.06
20/04/2025,20:18:54,7.56,160,32.06
20/04/2025,20:18:56,7.56,160,32.06
20/04/2025,20:18:57,7.56,160,32.06
20/04/2025,20:18:59,7.57,160,32.06
20/04/2025,20:19:01,7.56,160,32.06
20/04/2025,20:19:02,7.57,160,32.06
20/04/2025,20:19:04,7.56,160,32.06
20/04/2025,20:19:05,7.56,160,32.06
20/04/2025,20:19:07,7.57,160,32
20/04/2025,20:19:09,7.56,160,32
20/04/2025,20:19:10,7.56,160,32.06
20/04/2025,20:19:12,7.56,160,32
20/04/2025,20:19:14,7.56,160,32
20/04/2025,20:19:15,7.56,160,32
20/04/2025,20:19:17,7.56,160,32
20/04/2025,20:19:18,7.57,160,32
20/04/2025,20:19:20,7.56,160,32.06
20/04/2025,20:19:22,7.56,160,32
20/04/2025,20:19:23,7.56,160,32
20/04/2025,20:19:25,7.57,160,32
20/04/2025,20:19:26,7.56,160,32
20/04/2025,20:19:28,7.56,160,32
20/04/2025,20:19:30,7.57,160,32
20/04/2025,20:19:31,7.57,160,32
20/04/2025,20:19:33,7.56,160,32
20/04/2025,20:19:34,7.56,160,32
20/04/2025,20:19:36,7.56,160,32
20/04/2025,20:19:38,7.56,160,32
20/04/2025,20:19:39,7.56,160,32
20/04/2025,20:19:41,7.56,160,32
20/04/2025,20:19:43,7.57,160,32
20/04/2025,20:19:44,7.56,160,32
20/04/2025,20:19:46,7.57,160,32
20/04/2025,20:19:47,7.56,170,32
20/04/2025,20:19:49,7.56,160,32
20/04/2025,20:19:51,7.57,160,32
20/04/2025,20:19:52,7.56,160,32
20/04/2025,20:19:54,7.56,160,32
20/04/2025,20:19:55,7.56,160,32
20/04/2025,20:19:57,7.56,160,32
20/04/2025,20:19:59,7.56,160,32
20/04/2025,20:20:00,7.56,160,32
20/04/2025,20:20:02,7.56,160,32
20/04/2025,20:20:03,7.56,160,32
20/04/2025,20:20:05,7.56,160,32
20/04/2025,20:20:07,7.56,160,32
20/04/2025,20:20:08,7.56,160,31.94
20/04/2025,20:20:10,7.55,160,31.94
20/04/2025,20:20:12,7.56,160,31.94
20/04/2025,20:20:13,7.56,160,32
20/04/2025,20:20:15,7.56,160,31.94
20/04/2025,20:20:16,7.56,160,31.94
20/04/2025,20:20:18,7.56,160,32
20/04/2025,20:20:20,7.55,160,31.94
20/04/2025,20:20:21,7.56,160,31.94
20/04/2025,20:20:23,7.56,160,31.94
20/04/2025,20:20:24,7.56,160,32
20/04/2025,20:20:26,7.56,160,31.94
20/04/2025,20:20:28,7.56,160,31.94
20/04/2025,20:20:29,7.55,160,31.94
20/04/2025,20:20:31,7.55,160,31.94
20/04/2025,20:20:33,7.55,160,31.94
20/04/2025,20:20:34,7.56,160,31.94
20/04/2025,20:20:36,7.55,160,31.94
20/04/2025,20:20:37,7.56,160,31.94
20/04/2025,20:20:39,7.55,160,31.94
20/04/2025,20:20:41,7.55,160,31.94
20/04/2025,20:20:42,7.55,160,31.94
20/04/2025,20:20:44,7.55,160,31.94
20/04/2025,20:20:45,7.55,160,31.94
20/04/2025,20:20:47,7.55,160,31.87
20/04/2025,20:20:49,7.55,160,31.94
20/04/2025,20:20:50,7.56,160,31.94
20/04/2025,20:20:52,7.55,160,31.87
20/04/2025,20:20:53,7.55,160,31.94
20/04/2025,20:20:55,7.55,160,31.94
20/04/2025,20:20:57,7.55,160,31.94
20/04/2025,20:20:58,7.55,160,31.94
20/04/2025,20:21:00,7.55,160,31.94
20/04/2025,20:21:02,7.55,160,31.94
20/04/2025,20:21:03,7.55,160,31.94
20/04/2025,20:21:05,7.55,160,31.94
20/04/2025,20:21:06,7.55,160,31.94
20/04/2025,20:21:08,7.55,160,31.94
20/04/2025,20:21:10,7.54,160,31.87
20/04/2025,20:21:11,7.55,160,31.87
20/04/2025,20:21:13,7.55,160,31.87
20/04/2025,20:21:14,7.55,160,31.87
20/04/2025,20:21:16,7.55,160,31.87
20/04/2025,20:21:18,7.54,160,31.87
20/04/2025,20:21:19,7.55,160,31.87
20/04/2025,20:21:21,7.55,160,31.87
20/04/2025,20:21:22,7.55,160,31.87
20/04/2025,20:21:24,7.54,160,31.87
20/04/2025,20:21:26,7.54,160,31.87
20/04/2025,20:21:27,7.54,160,31.87
20/04/2025,20:21:29,7.54,160,31.87
20/04/2025,20:21:31,7.54,160,31.87
20/04/2025,20:21:32,7.55,160,31.87
20/04/2025,20:21:34,7.55,160,31.87
20/04/2025,20:21:35,7.54,160,31.94
20/04/2025,20:21:37,7.54,160,31.87
20/04/2025,20:21:39,7.54,160,31.87
20/04/2025,20:21:40,7.54,160,31.87
20/04/2025,20:21:42,7.55,160,31.87
20/04/2025,20:21:43,7.54,160,31.94
20/04/2025,20:21:45,7.54,160,31.87
20/04/2025,20:21:47,7.54,160,31.94
20/04/2025,20:21:48,7.54,160,31.87
20/04/2025,20:21:50,7.54,160,31.81
20/04/2025,20:21:52,7.54,160,31.81
20/04/2025,20:21:53,7.54,160,31.87
20/04/2025,20:21:55,7.54,160,31.87
20/04/2025,20:21:56,7.54,160,31.87
20/04/2025,20:21:58,7.54,160,31.87
20/04/2025,20:22:00,7.54,160,31.87
20/04/2025,20:22:01,7.54,160,31.87
20/04/2025,20:22:03,7.54,160,31.87
20/04/2025,20:22:04,7.54,160,31.87
20/04/2025,20:22:06,7.54,160,31.87
20/04/2025,20:22:08,7.53,160,31.87
20/04/2025,20:22:09,7.54,160,31.87
20/04/2025,20:22:11,7.54,160,31.87
20/04/2025,20:22:12,7.53,160,31.81
20/04/2025,20:22:14,7.53,160,31.81
20/04/2025,20:22:16,7.53,160,31.81
20/04/2025,20:22:17,7.53,160,31.87
20/04/2025,20:22:19,7.54,160,31.87
20/04/2025,20:22:21,7.53,160,31.87
20/04/2025,20:22:22,7.54,160,31.87
20/04/2025,20:22:24,7.53,160,31.87
20/04/2025,20:22:25,7.53,160,31.87
20/04/2025,20:22:27,7.54,160,31.87
20/04/2025,20:22:29,7.53,160,31.87
20/04/2025,20:22:30,7.54,160,31.87
20/04/2025,20:22:32,7.53,160,31.87
20/04/2025,20:22:33,7.53,160,31.87
20/04/2025,20:22:35,7.53,160,31.87
20/04/2025,20:22:37,7.53,160,31.87
20/04/2025,20:22:38,7.53,160,31.87
20/04/2025,20:22:40,7.53,160,31.87
20/04/2025,20:22:42,7.53,160,31.87
20/04/2025,20:22:43,7.53,160,31.87
20/04/2025,20:22:45,7.53,160,31.87
20/04/2025,20:22:46,7.52,160,31.87
20/04/2025,20:22:48,7.53,160,31.87
20/04/2025,20:22:50,7.53,160,31.87
20/04/2025,20:22:51,7.53,160,31.87
20/04/2025,20:22:53,7.53,160,31.87
20/04/2025,20:22:54,7.52,160,31.87
20/04/2025,20:22:56,7.53,160,31.81
20/04/2025,20:22:58,7.53,160,31.87
20/04/2025,20:22:59,7.53,160,31.87
20/04/2025,20:23:01,7.53,160,31.87
20/04/2025,20:23:02,7.52,160,31.87
20/04/2025,20:23:04,7.52,160,31.87
20/04/2025,20:23:06,7.52,160,31.87
20/04/2025,20:23:07,7.53,160,31.87
20/04/2025,20:23:09,7.52,160,31.81
20/04/2025,20:23:11,7.52,160,31.87
20/04/2025,20:23:12,7.52,160,31.87
20/04/2025,20:23:14,7.52,160,31.81
20/04/2025,20:23:15,7.52,160,31.81
20/04/2025,20:23:17,7.52,160,31.81
20/04/2025,20:23:19,7.52,160,31.81
20/04/2025,20:23:20,7.52,160,31.81
20/04/2025,20:23:22,7.52,160,31.81
20/04/2025,20:23:23,7.52,160,31.81
20/04/2025,20:23:25,7.52,160,31.75
20/04/2025,20:23:27,7.52,160,31.81
20/04/2025,20:23:28,7.52,160,31.81
20/04/2025,20:23:30,7.52,160,31.81
20/04/2025,20:23:31,7.52,160,31.81
20/04/2025,20:23:33,7.52,160,31.81
20/04/2025,20:23:35,7.52,160,31.81
20/04/2025,20:23:36,7.52,160,31.87
20/04/2025,20:23:38,7.52,160,31.81
20/04/2025,20:23:40,7.52,160,31.81
20/04/2025,20:23:41,7.52,160,31.81
20/04/2025,20:23:43,7.52,160,31.81
20/04/2025,20:23:44,7.51,160,31.81
20/04/2025,20:23:46,7.51,160,31.81
20/04/2025,20:23:48,7.51,160,31.81
20/04/2025,20:23:49,7.51,160,31.81
20/04/2025,20:23:51,7.5,160,31.81
20/04/2025,20:23:52,7.51,160,31.81
20/04/2025,20:23:54,7.51,160,31.81
20/04/2025,20:23:56,7.51,160,31.81
20/04/2025,20:23:57,7.51,160,31.81
20/04/2025,20:23:59,7.51,160,31.81
20/04/2025,20:24:00,7.51,160,31.81
20/04/2025,20:24:02,7.51,160,31.81
20/04/2025,20:24:04,7.51,160,31.75
20/04/2025,20:24:05,7.51,160,31.81
20/04/2025,20:24:07,7.51,160,31.81
20/04/2025,20:24:09,7.51,160,31.81
20/04/2025,20:24:10,7.51,160,31.81
20/04/2025,20:24:12,7.51,160,31.81
20/04/2025,20:24:13,7.51,160,31.81
20/04/2025,20:24:15,7.51,160,31.81
20/04/2025,20:24:17,7.51,160,31.81
20/04/2025,20:24:18,7.51,160,31.81
20/04/2025,20:24:20,7.51,160,31.81
20/04/2025,20:24:21,7.51,160,31.81
20/04/2025,20:24:23,7.5,160,31.75
20/04/2025,20:24:25,7.5,160,31.81
20/04/2025,20:24:26,7.5,160,31.81
20/04/2025,20:24:28,7.5,160,31.81
20/04/2025,20:24:30,7.51,160,31.75
20/04/2025,20:24:31,7.51,160,31.81
20/04/2025,20:24:33,7.51,160,31.81
20/04/2025,20:24:34,7.5,160,31.81
20/04/2025,20:24:36,7.5,160,31.81
20/04/2025,20:24:38,7.51,160,31.81
20/04/2025,20:24:39,7.5,160,31.81
20/04/2025,20:24:41,7.5,160,31.81
20/04/2025,20:24:42,7.5,160,31.75
20/04/2025,20:24:44,7.5,160,31.81
20/04/2025,20:24:46,7.5,160,31.75
20/04/2025,20:24:47,7.5,160,31.75
20/04/2025,20:24:49,7.5,160,31.81
20/04/2025,20:24:50,7.5,160,31.75
20/04/2025,20:24:52,7.5,160,31.75
20/04/2025,20:24:54,7.5,160,31.75
20/04/2025,20:24:55,7.5,160,31.81
20/04/2025,20:24:57,7.5,160,31.75
20/04/2025,20:24:59,7.49,160,31.81
20/04/2025,20:25:00,7.5,160,31.75
20/04/2025,20:25:02,7.5,160,31.75
20/04/2025,20:25:03,7.5,160,31.81
20/04/2025,20:25:05,7.49,160,31.75
20/04/2025,20:25:07,7.5,160,31.75
20/04/2025,20:25:08,7.5,160,31.75
20/04/2025,20:25:10,7.49,160,31.75
20/04/2025,20:25:11,7.5,160,31.75
20/04/2025,20:25:13,7.5,160,31.75
20/04/2025,20:25:15,7.5,160,31.75
20/04/2025,20:25:16,7.49,160,31.75
20/04/2025,20:25:18,7.5,160,31.81
20/04/2025,20:25:19,7.5,160,31.75
20/04/2025,20:25:21,7.5,160,31.75
20/04/2025,20:25:23,7.5,160,31.81
20/04/2025,20:25:24,7.5,160,31.81
20/04/2025,20:25:26,7.49,160,31.81
20/04/2025,20:25:28,7.49,160,31.81
20/04/2025,20:25:29,7.49,160,31.81
20/04/2025,20:25:31,7.48,160,31.81
20/04/2025,20:25:32,7.49,160,31.81
20/04/2025,20:25:34,7.49,160,31.81
20/04/2025,20:25:36,7.48,160,31.75
20/04/2025,20:25:37,7.48,160,31.81
20/04/2025,20:25:39,7.49,160,31.81
20/04/2025,20:25:40,7.48,160,31.81
20/04/2025,20:25:42,7.48,160,31.81
20/04/2025,20:25:44,7.49,160,31.75
20/04/2025,20:25:45,7.49,150,31.75
20/04/2025,20:25:47,7.48,160,31.81
20/04/2025,20:25:49,7.48,160,31.75
20/04/2025,20:25:50,7.48,160,31.75
20/04/2025,20:25:52,7.48,160,31.81
20/04/2025,20:25:53,7.48,160,31.81
20/04/2025,20:25:55,7.48,160,31.81
20/04/2025,20:25:57,7.48,160,31.81
20/04/2025,20:25:58,7.48,160,31.81
20/04/2025,20:26:00,7.49,160,31.81
20/04/2025,20:26:01,7.48,160,31.75
20/04/2025,20:26:03,7.48,160,31.81
20/04/2025,20:26:05,7.48,160,31.75
20/04/2025,20:26:06,7.48,160,31.81
20/04/2025,20:26:08,7.48,160,31.75
20/04/2025,20:26:09,7.48,160,31.81
20/04/2025,20:26:11,7.48,160,31.75
20/04/2025,20:26:13,7.48,160,31.75
20/04/2025,20:26:14,7.48,160,31.75
20/04/2025,20:26:16,7.48,160,31.75
20/04/2025,20:26:18,7.48,160,31.81
20/04/2025,20:26:19,7.47,160,31.75
20/04/2025,20:26:21,7.48,160,31.81
20/04/2025,20:26:22,7.48,160,31.75
20/04/2025,20:26:24,7.47,160,31.75
20/04/2025,20:26:26,7.47,160,31.75
20/04/2025,20:26:27,7.47,160,31.81
20/04/2025,20:26:29,7.47,160,31.81
20/04/2025,20:26:30,7.47,160,31.81
20/04/2025,20:26:32,7.48,160,31.75
20/04/2025,20:26:34,7.47,160,31.75
20/04/2025,20:26:35,7.47,160,31.75
20/04/2025,20:26:37,7.47,160,31.81
20/04/2025,20:26:38,7.47,160,31.75
20/04/2025,20:26:40,7.47,160,31.81
20/04/2025,20:26:42,7.48,160,31.75
20/04/2025,20:26:43,7.47,160,31.75
20/04/2025,20:26:45,7.47,160,31.81
20/04/2025,20:26:47,7.47,160,31.75
20/04/2025,20:26:48,7.47,160,31.75
20/04/2025,20:26:50,7.47,160,31.75
20/04/2025,20:26:51,7.47,160,31.75
20/04/2025,20:26:53,7.48,160,31.75
20/04/2025,20:26:55,7.46,160,31.75
20/04/2025,20:26:56,7.47,160,31.75
20/04/2025,20:26:58,7.47,160,31.75
20/04/2025,20:26:59,7.47,160,31.81
20/04/2025,20:27:01,7.47,160,31.75
20/04/2025,20:27:03,7.47,160,31.75
20/04/2025,20:27:04,7.46,160,31.75
20/04/2025,20:27:06,7.47,160,31.75
20/04/2025,20:27:08,7.47,160,31.75
20/04/2025,20:27:09,7.47,160,31.75
20/04/2025,20:27:11,7.47,160,31.69
20/04/2025,20:27:12,7.47,160,31.75
20/04/2025,20:27:14,7.46,160,31.75
20/04/2025,20:27:16,7.46,160,31.75
20/04/2025,20:27:17,7.46,160,31.75
20/04/2025,20:27:19,7.46,160,31.75
20/04/2025,20:27:20,7.47,160,31.75
20/04/2025,20:27:22,7.46,160,31.75
20/04/2025,20:27:24,7.46,160,31.69
20/04/2025,20:27:25,7.46,160,31.75
20/04/2025,20:27:27,7.46,160,31.75
20/04/2025,20:27:28,7.46,160,31.75
20/04/2025,20:27:30,7.46,160,31.75
20/04/2025,20:27:32,7.46,160,31.75
20/04/2025,20:27:33,7.46,160,31.75
20/04/2025,20:27:35,7.45,160,31.75
20/04/2025,20:27:37,7.46,160,31.75
20/04/2025,20:27:38,7.46,160,31.75
20/04/2025,20:27:40,7.46,160,31.75
20/04/2025,20:27:41,7.46,160,31.75
20/04/2025,20:27:43,7.46,160,31.69
20/04/2025,20:27:45,7.46,160,31.75
20/04/2025,20:27:46,7.46,160,31.75
20/04/2025,20:27:48,7.46,160,31.69
20/04/2025,20:27:49,7.46,160,31.75
20/04/2025,20:27:51,7.46,160,31.75
20/04/2025,20:27:53,7.46,160,31.69
20/04/2025,20:27:54,7.46,160,31.75
20/04/2025,20:27:56,7.45,160,31.69
20/04/2025,20:27:57,7.46,160,31.75
20/04/2025,20:27:59,7.46,160,31.69
20/04/2025,20:28:01,7.46,150,31.69
20/04/2025,20:28:02,7.45,150,31.69
20/04/2025,20:28:04,7.45,150,31.75
20/04/2025,20:28:06,7.45,160,31.75
20/04/2025,20:28:07,7.45,160,31.75
20/04/2025,20:28:09,7.46,160,31.75
20/04/2025,20:28:10,7.45,160,31.69
20/04/2025,20:28:12,7.45,160,31.69
20/04/2025,20:28:14,7.45,160,31.75
20/04/2025,20:28:15,7.45,160,31.69
20/04/2025,20:28:17,7.45,160,31.75
20/04/2025,20:28:18,7.45,160,31.75
20/04/2025,20:28:20,7.45,160,31.75
20/04/2025,20:28:22,7.46,160,31.75
20/04/2025,20:28:23,7.45,160,31.69
20/04/2025,20:28:25,7.46,160,31.75
20/04/2025,20:28:27,7.45,160,31.75
20/04/2025,20:28:28,7.45,160,31.75
20/04/2025,20:28:30,7.46,160,31.75
20/04/2025,20:28:31,7.46,160,31.75
20/04/2025,20:28:33,7.45,160,31.69
20/04/2025,20:28:35,7.45,160,31.75
20/04/2025,20:28:36,7.45,160,31.69
20/04/2025,20:28:38,7.46,160,31.69
20/04/2025,20:28:39,7.45,160,31.69
20/04/2025,20:28:41,7.45,160,31.69
20/04/2025,20:28:43,7.45,160,31.69
20/04/2025,20:28:44,7.45,150,31.69
20/04/2025,20:28:46,7.45,150,31.75
20/04/2025,20:28:47,7.45,150,31.75
20/04/2025,20:28:49,7.45,150,31.75
20/04/2025,20:28:51,7.45,160,31.75
20/04/2025,20:28:52,7.45,160,31.69
20/04/2025,20:28:54,7.45,160,31.75
20/04/2025,20:28:56,7.45,160,31.69
20/04/2025,20:28:57,7.45,160,31.75
20/04/2025,20:28:59,7.45,160,31.75
20/04/2025,20:29:00,7.45,150,31.69
20/04/2025,20:29:02,7.44,150,31.69
20/04/2025,20:29:04,7.45,150,31.75
20/04/2025,20:29:05,7.45,150,31.75
20/04/2025,20:29:07,7.45,160,31.69
20/04/2025,20:29:08,7.45,160,31.69
20/04/2025,20:29:10,7.45,160,31.69
20/04/2025,20:29:12,7.45,160,31.69
20/04/2025,20:29:13,7.45,160,31.69
20/04/2025,20:29:15,7.45,160,31.69
20/04/2025,20:29:16,7.45,160,31.69
20/04/2025,20:29:18,7.45,160,31.69
20/04/2025,20:29:20,7.44,160,31.69
20/04/2025,20:29:21,7.45,160,31.69
20/04/2025,20:29:23,7.45,160,31.69
20/04/2025,20:29:25,7.45,160,31.69
20/04/2025,20:29:26,7.45,160,31.69
20/04/2025,20:29:28,7.45,160,31.69
20/04/2025,20:29:29,7.45,160,31.69
20/04/2025,20:29:31,7.44,160,31.69
20/04/2025,20:29:33,7.45,160,31.69
20/04/2025,20:29:34,7.45,160,31.69
20/04/2025,20:29:36,7.45,160,31.69
20/04/2025,20:29:37,7.44,160,31.69
20/04/2025,20:29:39,7.45,160,31.69
20/04/2025,20:29:41,7.45,160,31.62
20/04/2025,20:29:42,7.44,160,31.69
20/04/2025,20:29:44,7.44,160,31.69
20/04/2025,20:29:45,7.44,160,31.69
20/04/2025,20:29:47,7.44,160,31.69
20/04/2025,20:29:49,7.44,160,31.69
20/04/2025,20:29:50,7.45,160,31.62
20/04/2025,20:29:52,7.44,160,31.69
20/04/2025,20:29:54,7.44,160,31.69
20/04/2025,20:29:55,7.45,160,31.69
20/04/2025,20:29:57,7.45,160,31.69
20/04/2025,20:29:58,7.45,160,31.69
20/04/2025,20:30:00,7.44,160,31.69
20/04/2025,20:30:02,7.44,160,31.69
20/04/2025,20:30:03,7.44,160,31.69
20/04/2025,20:30:05,7.44,160,31.69
20/04/2025,20:30:06,7.44,160,31.69
20/04/2025,20:30:08,7.45,160,31.69
20/04/2025,20:30:10,7.45,160,31.69
20/04/2025,20:30:11,7.44,160,31.69
20/04/2025,20:30:13,7.44,160,31.69
20/04/2025,20:30:15,7.44,160,31.69
20/04/2025,20:30:16,7.45,160,31.69
20/04/2025,20:30:18,7.45,160,31.62
20/04/2025,20:30:19,7.44,160,31.69
20/04/2025,20:30:21,7.44,160,31.69
20/04/2025,20:30:23,7.44,160,31.62
20/04/2025,20:30:24,7.44,160,31.69
20/04/2025,20:30:26,7.45,160,31.62
20/04/2025,20:30:27,7.44,160,31.62
20/04/2025,20:30:29,7.44,160,31.69
20/04/2025,20:30:31,7.44,160,31.69
20/04/2025,20:30:32,7.44,160,31.62
20/04/2025,20:30:34,7.44,160,31.69
20/04/2025,20:30:35,7.45,160,31.69
20/04/2025,20:30:37,7.44,150,31.62
20/04/2025,20:30:39,7.44,150,31.69
20/04/2025,20:30:40,7.44,150,31.62
20/04/2025,20:30:42,7.44,150,31.69
20/04/2025,20:30:44,7.44,150,31.62
20/04/2025,20:30:45,7.44,150,31.62
20/04/2025,20:30:47,7.44,160,31.69
20/04/2025,20:30:48,7.44,160,31.62
20/04/2025,20:30:50,7.44,160,31.62
20/04/2025,20:30:52,7.44,160,31.62
20/04/2025,20:30:53,7.44,160,31.62
20/04/2025,20:30:55,7.44,160,31.62
20/04/2025,20:30:56,7.44,160,31.62
20/04/2025,20:30:58,7.44,160,31.62
20/04/2025,20:31:00,7.44,160,31.69
20/04/2025,20:31:01,7.44,160,31.62
20/04/2025,20:31:03,7.44,160,31.62
20/04/2025,20:31:04,7.44,160,31.62
20/04/2025,20:31:06,7.44,160,31.69
20/04/2025,20:31:08,7.44,160,31.69
20/04/2025,20:31:09,7.44,160,31.69
20/04/2025,20:31:11,7.44,160,31.69
20/04/2025,20:31:13,7.44,160,31.69
20/04/2025,20:31:14,7.44,160,31.69
20/04/2025,20:31:16,7.44,160,31.69
20/04/2025,20:31:17,7.44,160,31.69
20/04/2025,20:31:19,7.44,160,31.62
20/04/2025,20:31:21,7.44,160,31.69
20/04/2025,20:31:22,7.44,160,31.69
20/04/2025,20:31:24,7.44,160,31.69
20/04/2025,20:31:25,7.44,160,31.69
20/04/2025,20:31:27,7.43,150,31.62
20/04/2025,20:31:29,7.44,160,31.62
20/04/2025,20:31:30,7.44,160,31.62
20/04/2025,20:31:32,7.44,160,31.62
20/04/2025,20:31:34,7.44,160,31.62
20/04/2025,20:31:35,7.44,160,31.62
20/04/2025,20:31:37,7.44,160,31.62
20/04/2025,20:31:38,7.43,160,31.62
20/04/2025,20:31:40,7.44,160,31.69
20/04/2025,20:31:42,7.44,160,31.62
20/04/2025,20:31:43,7.44,160,31.62
20/04/2025,20:31:45,7.43,160,31.62
20/04/2025,20:31:46,7.44,160,31.62
20/04/2025,20:31:48,7.44,160,31.62
20/04/2025,20:31:50,7.44,160,31.62
20/04/2025,20:31:51,7.44,160,31.62
20/04/2025,20:31:53,7.43,160,31.62
20/04/2025,20:31:54,7.44,160,31.62
20/04/2025,20:31:56,7.44,160,31.62
20/04/2025,20:31:58,7.44,160,31.62
